"","Engine.RPM.rpm.","Speed..OBD..km.h.","Speed..GPS..km.h.","Miles.Per.Gallon.Instant..mpg.","Intake.Air.Temperature..C.","Trip.average.MPG.mpg.","Trip.average.KPL.kpl.","Litres.Per.100.Kilometer.Instant..l.100km.","Acceleration.Sensor.Total..g.","Horsepower..At.the.wheels..hp.","Average.trip.speed.whilst.moving.only..km.h.","Trip.Time.Since.journey.start..s.","Distance.to.empty..Estimated..km.","Fuel.Remaining..Calculated.from.vehicle.profile....","Fuel.used..trip..l.","Average.trip.speed.whilst.stopped.or.moving..km.h.","Miles.Per.Gallon.Long.Term.Average..mpg.","Kilometers.Per.Litre.Long.Term.Average..kpl.","Litres.Per.100.Kilometer.Long.Term.Average..l.100km."
"685",763,0,"0",0,40,"25.17125511","8.9106245",NA,-0.0242538,NA,"14.80041599",545,NA,NA,"0.30640903","11.97470474",25.68818474,9.09361744,10.99649525
"686",707.5,0,"0",0,40,"25.1692276","8.90990639",NA,0.01582408,NA,"14.80041599",546,NA,NA,"0.30669534","11.95454502",25.6866684,9.09308052,10.9971447
"687",782.25,0,"0",0,40,"25.167202","8.90918922",NA,-0.03119815,NA,"14.80041599",547,NA,NA,"0.3069936","11.93445396",25.68515396,9.09254456,10.99779224
"688",729.25,0,"0",0,40,"25.16518211","8.90847397",NA,-0.00897736,NA,"14.80041599",547,NA,NA,"0.30721742","11.91442966",25.68364334,9.09200954,10.99843979
"689",511.75,0,"0",0,40,"25.16316414","8.90775967",NA,-0.00390234,NA,"14.80041599",549,NA,NA,"0.3074511","11.89447212",25.68213272,9.09147549,10.99908638
"690",839,0,"0",0,40,"25.15913963","8.90633583",NA,-0.01009499,NA,"14.80041599",549,NA,NA,"0.30780584","11.87458229",25.67911911,9.09040833,11.00037766
"691",830,0,"0",0,40,"25.1571331","8.90562534",NA,0.0086323,NA,"14.80041599",550,NA,NA,"0.30804786","11.85475826",25.67761421,9.08987522,11.00102139
"692",810.25,0,"0",0,41,"25.15513039","8.90491581",NA,0.0113558,NA,"14.80041599",552,NA,NA,"0.30830985","11.83500004",25.67611313,9.08934402,11.00166512
"693",803.75,0,"0",0,41,"25.15312958","8.90420818",NA,0.00253739,NA,"14.80041599",552,NA,NA,"0.30849442","11.795681",25.67461205,9.08881283,11.00230789
"694",798.25,0,"0",0,41,"25.15113449","8.90350151",NA,0.00696482,NA,"14.80041599",554,NA,NA,"0.30872676","11.77611923",25.67311478,9.08828259,11.00295067
"695",785,0,"0",0,41,"25.14914131","8.90279579",NA,-0.00160463,NA,"14.80041599",554,NA,NA,"0.30895144","11.75662231",25.67161751,9.08775234,11.00359154
"696",783.25,0,"0",0,41,"25.14715195","8.90209198",NA,0.01387287,NA,"14.80041599",555,NA,NA,"0.309127","11.73719025",25.67012405,9.08722401,11.00423241
"697",816,0,"0",0,41,"25.1451664","8.90138817",NA,0.01896155,NA,"14.80041599",556,NA,NA,"0.30948743","11.71782207",25.6686306,9.08669567,11.00487232
"698",251,0,"0",0,41,"25.14318275","8.90068722",NA,-0.03093037,NA,"14.80041599",558,NA,NA,"0.31006747","11.69851685",25.66714096,9.08616734,11.00551128
"699",0,0,"0",0,41,"25.13922882","8.89928722",NA,-0.04067293,NA,"14.80041599",558,NA,NA,"0.31026289","11.67927647",25.6641655,9.08511448,11.0067873
"700",0,0,"0",0,41,"25.13725662","8.89858913",NA,-0.03918131,NA,"14.80041599",560,NA,NA,"0.31026289","11.66009808",25.66267967,9.084589,11.00742435
"701",917.75,0,"0",0,41,"25.13528824","8.897892",NA,-0.03211016,NA,"14.80041599",560,NA,NA,"0.31059393","11.64098358",25.66119576,9.08406353,11.00806046
"702",1811.5,0,"0",0,41,"25.13332176","8.89719582",NA,-0.11779085,NA,"14.80041599",561,NA,NA,"0.31103241","11.60294151",25.65971565,9.08353901,11.0086956
"703",1688,0,"0",0,41,"25.13136101","8.89650154",NA,0.05186851,NA,"14.80041599",563,NA,NA,"0.31198475","11.58401299",25.65823555,9.08301544,11.00933075
"704",1299.5,0,"0",0,41,"25.12940216","8.89580822",NA,0.1672146,NA,"14.80041599",563,NA,NA,"0.31262773","11.56514645",25.65675926,9.08249283,11.00996399
"705",-64.25,7,"0",0,41,"25.12744713","8.89511585",NA,0.01909366,"4.89201307","14.78423214",565,NA,NA,"0.31332025","11.557724",25.65528297,9.08197021,11.01059723
"706",1327.25,11,"0",16.98647499,41,"25.11223793","8.88973236","16.62970161",-0.17272392,"5.89638662","14.77639771",565,NA,NA,"0.31370187","11.55681801",25.64336777,9.07775211,11.01571369
"707",1553.25,12,"11.95199966",11.31032658,41,"25.08979607","8.88178825","24.97540665",-0.10100492,"1.73316145","14.77066135",566,NA,NA,"0.31453687","11.55753613",25.62611961,9.07164574,11.02312851
"708",1655.25,14,"12.45599937",14.49194717,42,"25.07259178","8.87569809","19.49220467",0.04369426,"1.73316145","14.76907253",568,NA,NA,"0.31536692","11.56148911",25.61273575,9.06690884,11.02888775
"709",1971.5,16,"16.30800056",19.57391167,42,"25.06368065","8.87254238","14.4314537",0.0973722,"5.06626415","14.77160454",569,NA,NA,"0.31584606","11.56865883",25.60548782,9.0643425,11.03201008
"710",1822,15,"16.19999886",29.44686508,42,"25.07077217","8.87505341","9.59287167",-0.04732171,"5.06626415","14.77459049",569,NA,NA,"0.31617904","11.58132076",25.61009216,9.06597328,11.03002644
"711",1629.5,14,"12.95999908",20.31270027,42,"25.06308556","8.87233257","13.90657043",-0.07676356,"5.06626415","14.77300644",571,NA,NA,"0.31681004","11.58520889",25.60374832,9.06372738,11.03275967
"712",1686.75,14,"12.74399948",19.62793922,42,"25.05431938","8.86922932","14.39172935",0.11682519,NA,"14.77142811",571,NA,NA,"0.31729025","11.58908463",25.59660149,9.06119633,11.03584003
"713",1743.25,14,"13.7159996",15.99897385,42,"25.0397377","8.86406708","17.65613174",0.02632568,NA,"14.76985741",573,NA,NA,"0.31782514","11.59294891",25.58513451,9.05713749,11.04078674
"714",1722.75,14,"13.35599995",20.64058113,42,"25.03266525","8.86156368","13.68566132",0.08108624,NA,"14.76829243",573,NA,NA,"0.31840631","11.59679985",25.57923317,9.05504894,11.04333305
"715",1758.75,14,"14.43600082",18.18548775,42,"25.01247215","8.85441494","15.53326511",0.00384463,NA,"14.76673412",574,NA,NA,"0.31928119","11.60063934",25.56293106,9.04927826,11.05037594
"716",1767.5,14,"12.92399979",17.44919395,42,"25.00037193","8.85013103","16.18871307",-0.08119525,NA,"14.7651825",576,NA,NA,"0.31997746","11.60446548",25.55328369,9.0458622,11.05454731
"717",1783.5,15,"13.03199959",0,42,"24.99847031","8.84945774",NA,0.08958027,"1.86359632","14.76565647",577,NA,NA,"0.31995839","11.60987282",25.55183983,9.04535103,11.05517292
"718",1268.75,14,"13.57199955",0,42,"24.99657059","8.84878635",NA,-0.04435812,"1.86359632","14.76411247",577,NA,NA,"0.31993717","11.61367226",25.55039597,9.04483986,11.05579758
"719",842.75,9,"10.90799999",24.30853271,42,"24.99547577","8.84839821","11.62061119",0.03227282,"1.86359632","14.7469883",579,NA,NA,"0.32029858","11.61014271",25.54892349,9.04431915,11.05643463
"720",822.75,8,"8.13599968",27.44715309,42,"24.99937248","8.84977818","10.29177761",0.03999577,NA,"14.7334671",579,NA,NA,"0.32048795","11.6044302",25.55117035,9.04511452,11.05546188
"721",803,2,"0",0,31,NA,NA,NA,0.00323495,NA,NA,0,NA,NA,NA,"0",20.55822563,7.27761221,13.74048519
"722",1679,11,"12.52799988",18.84852409,31,"11.48355103","4.06517696","14.98684978",-0.13368256,"6.39775705","9",5,"227.44619751","48.10066223","0.00175147","3",20.54871941,7.27424669,13.74684238
"723",1154,8,"8.85599995",20.5269165,31,"14.49800587","5.13229418","13.76144409",-0.03388387,NA,"9",10,"227.43086243","48.09950256","0.00250583","3.85714293",20.54870796,7.2742424,13.74685001
"724",833.5,5,"3.5999999",11.23714924,31,"14.56573486","5.15627003","25.13804817",0.09436066,NA,"7.66666651",15,"227.36149597","48.09518433","0.0053119","4.5999999",20.53943062,7.2709589,13.75305843
"725",1310,8,"3.70799971",11.13619614,32,"13.67345524","4.84040308","25.36593246",-0.03145774,NA,"7.28571415",19,"227.24620056","48.09403229","0.00606274","4.63636351",20.52946472,7.26743078,13.75973511
"726",920.5,11,"0",20.73462296,32,"13.54083061","4.79345417","13.62359047",-0.05963281,NA,"8.69999981",24,"227.07325745","48.08755112","0.0102743","6.21428585",20.5216198,7.26465368,13.76499462
"727",856.75,5,"5.83199978",26.19545937,32,"15.66982937","5.54711962","10.78354836",-0.21862243,NA,"8.909091",29,"227.09443665","48.08455276","0.01222247","6.5333333",20.52765846,7.26679087,13.76094627
"728",772.5,10,"0",5.89004517,32,"14.09343147","4.98907471","47.95888519",-0.05132712,"1.13440537","8.35714245",34,"226.97253418","48.08057404","0.01480998","6.5",20.50777245,7.25975132,13.77428913
"729",762,9,"4.5",18.66105652,32,"14.69922543","5.20352554","15.13740635",0.14670728,NA,"8.46666622",39,"226.8704071","48.0776062","0.01673848","6.6842103",20.50645828,7.25928593,13.77517319
"730",734.25,8,"9.61200047",23.49049377,32,"15.31646538","5.42202902","12.02529049",-0.04070457,"2.06211376","8.66666698",44,"226.82904053","48.07458496","0.0187027","7.090909",20.5065155,7.25930691,13.77513313
"731",1062.75,13,"0",13.46905708,32,"15.29369164","5.41396666","20.97251511",0.01652835,"3.73573494","8.55000019",49,"226.81105042","48.07178879","0.02051998","7.125",20.50088501,7.25731325,13.77891731
"732",946.75,12,"13.8239994",34.38790131,32,"16.16160965","5.72121","8.21451664",-0.07198893,NA,"9.41666698",54,"226.76010132","48.06954193","0.02197957","8.0714283",20.50808334,7.25986147,13.77408123
"733",873.5,11,"14.86800003",32.80990601,32,"17.48959732","6.19131756","8.6095953",-0.03917892,NA,"9.70370388",60,"226.88954163","48.06689072","0.02370381","8.45161247",20.52008629,7.26411057,13.76602364
"734",880.25,11,"7.52399969",21.31726456,32,"18.01380157","6.37688589","13.25123119",-0.13983819,NA,"9.73333359",64,"226.98747253","48.06450653","0.02525362","8.5882349",20.52400208,7.26549673,13.76339722
"735",1329,17,"11.4119997",24.07608223,32,"18.23833084","6.45636892","11.73280621",-0.02037653,"7.2645402","9.84375",70,"226.9810791","48.06219482","0.02675718","8.75",20.52583885,7.26614714,13.76216602
"736",884.5,5,"12.42000008",33.31417084,32,"19.46774673","6.89158249","8.47927475",0.08834737,NA,"10.08108139",74,"227.09132385","48.0591011","0.02876754","9.09756088",20.5418911,7.27182961,13.75141144
"737",806.25,6,"11.69999981",10.086236,32,"18.95601463","6.71042871","28.00648308",0.0580755,"0.56764692","9.76923084",79,"227.11132812","48.05701828","0.03012218","8.86046505",20.5325985,7.26853943,13.75763607
"738",1005,0,"1.33200002",13.8767767,32,"18.64857292","6.60159445","20.3563118",-0.00875222,NA,"9.52380943",84,"227.0020752","48.05453873","0.03173387","8.33333302",20.52574348,7.2661128,13.76223087
"739",797.25,0,"4.17599964",0,32,"18.62245369","6.59234858",NA,-0.05835279,NA,"9.52380943",89,"226.94862366","48.05242538","0.03310648","7.84313726",20.52523804,7.26593447,13.76256847
"740",783,0,"0",0,32,"18.59711838","6.58337975",NA,0.00620272,NA,"9.52380943",94,"226.93296814","48.05028534","0.03449719","6.89655161",20.5247364,7.26575661,13.76290607
"741",783.25,0,"0",0,32,"18.5725174","6.57467127",NA,0.01202104,NA,"9.52380943",99,"226.91819763","48.04833984","0.03576307","6.45161295",20.52423286,7.26557827,13.76324272
"742",778.25,0,"0",0,32,"18.52537155","6.55798149",NA,0.00173937,NA,"9.52380943",104,"226.90136719","48.04595184","0.03731324","5.88235283",20.52322769,7.26522255,13.76391697
"743",777.5,0,"0",0,32,"18.5027523","6.54997396",NA,0.03558241,NA,"9.52380943",109,"226.88819885","48.04433823","0.03836254","5.71428585",20.52272606,7.26504469,13.76425362
"744",776,0,"0",0,33,"18.45926094","6.53457832",NA,0.019297,NA,"9.52380943",114,"226.8674469","48.04229736","0.03969045","5.19480515",20.52172089,7.26468945,13.76492691
"745",776.75,0,"0",0,33,"18.4383316","6.52716923",NA,0.05041928,NA,"9.52380943",119,"226.84701538","48.04031372","0.04097957","5",20.52122116,7.26451206,13.76526356
"746",780.25,0,"0",0,33,"18.41791344","6.51994085",NA,0.02198202,NA,"9.52380943",124,"226.83190918","48.03828812","0.04229605","4.70588255",20.52071953,7.26433468,13.76559925
"747",778.5,0,"0",0,33,"18.37851143","6.50599289",NA,0.01463898,NA,"9.52380943",129,"226.81591797","48.03607559","0.04373346","4.5454545",20.51971817,7.26397991,13.76627159
"748",789,0,"0",0,33,"18.35948563","6.49925804",NA,0.00052867,NA,"9.52380943",135,"226.80131531","48.03415298","0.04498279","4.347826",20.51921654,7.26380301,13.76660728
"749",1299.75,0,"0",0,33,"18.32268906","6.4862318",NA,0.01026693,NA,"9.52380943",139,"226.77207947","48.03030777","0.04748397","4.30107546",20.51821709,7.26344919,13.76727772
"750",916,6,"4.28399992",0,33,"18.28744888","6.47375727",NA,0.05710941,"1.70930386","9.27272701",144,"226.74441528","48.0267868","0.04977186","4.12121201",20.51721954,7.26309538,13.76794815
"751",780,4,"5.39999962",15.09607983,33,"18.2248745","6.45160532","18.71214294",-0.0686715,NA,"9.22222233",150,"226.72999573","48.02489853","0.05099938","4.1500001",20.51445007,7.26211548,13.76980591
"752",1482.25,13,"11.55599976",12.00347996,33,"17.92927742","6.34696436","23.53317451",-0.06794462,"11.19607449","9.04081631",155,"226.6181488","48.02170944","0.05307172","4.25961542",20.50411987,7.25845861,13.77674294
"753",766,10,"13.17599964",29.49975204,33,"18.14354515","6.42281532","9.5756731",0.12442257,"1.47604787","9.1960783",159,"226.6181488","48.02170944","0.05307172","4.42452812",20.50870705,7.26008272,13.77366161
"754",978.25,11,"9.07199955",27.07834625,33,"18.30599594","6.48032284","10.43195152",-0.01017793,"0.92861164","9.20370388",165,"226.61206055","48.01984024","0.05428705","4.55963326",20.51205635,7.26126814,13.77141285
"755",812,7,"17.49600029",34.2805748,33,"18.5912571","6.58130503","8.24023533",-0.01404209,NA,"9.48214245",169,"226.61206055","48.01984024","0.05428705","4.78378391",20.51906967,7.26375103,13.76670551
"756",685,9,"7.05599976",16.82889175,33,"18.58288193","6.57834005","16.78541946",-0.02877674,"1.58941126","9.30000019",174,"226.71372986","48.01789856","0.05554854","4.85217381",20.51686096,7.26296854,13.76818848
"757",920.5,11,"16.23600006",11.30894184,33,"18.28540993","6.47303486","24.97846413",0.06950599,"8.02450848","9.4032259",179,"226.6161499","48.01651382","0.05644881","4.98290586",20.50582123,7.25906038,13.77560043
"758",776.25,8,"5.93999958",20.02970695,33,"18.42244148","6.52154446","14.10305214",-0.03265496,"1.6856842","9.38805962",185,"226.57951355","48.01430893","0.05788169","5.15573788",20.50787926,7.25978947,13.77421761
"759",920.25,13,"16.16399956",8.72321796,33,"18.10501099","6.40917397","32.38254547",-0.02294564,"6.05812216","9.5",189,"226.47271729","48.00734329","0.06241025","5.32000017",20.4954567,7.2553916,13.78256702
"760",633.25,5,"6.37199974",31.25483131,33,"18.30731583","6.48079014","9.03796291",-0.00049193,"0.69645923","9.35135174",195,"226.39665222","48.00520706","0.06379758","5.36434126",20.50091362,7.25732327,13.77889824
"761",725,8,"7.41599941",8.60964012,33,"18.02010155","6.37911558","32.80973434",-0.00490909,"0.87332928","9.23684216",199,"226.37313843","48.00138092","0.06628516","5.35877848",20.48894119,7.25308561,13.78694916
"762",713.25,8,"11.19599915",8.91504669,33,"17.88620377","6.33171606","31.68575668",0.17676005,"7.00952387","9.26249981",205,"226.27720642","47.99514008","0.07034271","5.48888874",20.48308182,7.25101089,13.79089355
"763",686.5,9,"8.13599968",16.00223541,33,"17.85890007","6.32205057","17.65253258",-0.00765696,"2.5894165","9.21951199",209,"226.19833374","47.99213791","0.0722943","5.51824808",20.48081398,7.25020838,13.79242039
"764",666.75,8,"5.29199982",18.17771149,33,"17.89401627","6.33448172","15.53991032",-0.04006938,NA,"9.17241383",214,"226.157547","47.98932648","0.07412037","5.61971807",20.47942352,7.24971581,13.7933569
"765",1376.25,18,"16.27199936",8.22142315,34,"17.74543381","6.28188372","34.35901642",0.02968585,"13.0269413","9.159091",219,"226.10598755","47.98556519","0.07656649","5.63636351",20.47133446,7.2468524,13.7988081
"766",758,7,"14.07600021",35.27377701,34,"18.28483582","6.47283173","8.00821495",-0.09929069,NA,"9.31182766",224,"226.13851929","47.983078","0.07818286","5.85135126",20.4889946,7.25310421,13.78691387
"767",1067,14,"8.96399975",11.62517452,34,"18.22791862","6.45268297","24.29899025",-0.0443257,"3.70868611","9.23958302",230,"226.21099854","47.98088455","0.07960758","5.87417221",20.48456383,7.25153542,13.78989601
"768",1522.5,19,"21.16799927",9.23457718,34,"18.11527824","6.41280842","30.58938026",0.06257851,"4.78689766","9.57999992",235,"226.05366516","47.97100067","0.08603346","6.18064499",20.47900009,7.24956608,13.79364204
"769",1773.75,21,"23.61599922",20.97852135,34,"18.17158127","6.43273973","13.46520138",-0.06176334,"5.93297529","9.89320374",239,"226.04064941","47.96577454","0.08942923","6.44936705",20.48005104,7.24993753,13.79293537
"770",954,10,"13.5359993",29.27092934,34,"18.3680954","6.50230551","9.65053082",-0.13120791,NA,"10.34234238",245,"226.09666443","47.96185684","0.09197637","6.91566277",20.48680115,7.25232744,13.78839016
"771",926,11,"13.89599895",8.35327053,34,"18.34216499","6.49312639","33.81669235",-0.07273132,"1.49462271","10.31858444",250,"226.11167908","47.95824814","0.09432185","6.94047642",20.48360062,7.25119448,13.79054451
"772",1386.5,3,"4.28399992",26.85837364,34,"18.44476891","6.52944851","10.51739025",-0.04343466,NA,"10.11016941",255,"226.03514099","47.95629501","0.09559007","6.89595366",20.48680496,7.25232887,13.7883873
"773",617.5,7,"5.11199951",7.13027096,34,"18.24430656","6.45848465","39.61700821",0.01809723,"1.31098187","9.92562008",259,"225.93556213","47.94986725","0.09976964","6.82386351",20.47732162,7.24897146,13.7947731
"774",728.25,9,"10.76399994",7.70675564,34,"18.20783424","6.44557333","36.65355682",0.05199113,"6.01806784","9.87199974",264,"225.89149475","47.94678497","0.10177298","6.85555553",20.47464371,7.24802399,13.79657745
"775",2206.5,27,"23.18400002",9.05732632,34,"17.99625778","6.37067556","31.18801117",0.1096179,"15.20728683","9.8730154",270,"225.79336548","47.93949509","0.10651228","6.87292814",20.46313858,7.24395132,13.80433369
"776",1898.25,40,"35.92799759",8.52951622,34,"18.00515175","6.37382412","33.117939",0.0247407,"14.19228554","10.40310097",274,"225.73129272","47.93057251","0.11231167","7.29347849",20.46106339,7.24321651,13.80573368
"777",2405.75,47,"47.91600037",13.44894028,34,"17.91363907","6.3414278","21.00388527",0.0116959,"15.84619236","10.63076878",279,"225.54829407","47.91301727","0.12372211","7.47027016",20.45443726,7.24087095,13.81020641
"778",788.5,27,"36.32400131",116.25765228,34,"18.37191391","6.50365782","2.42977548",0.08525225,NA,"11.21804523",284,"225.68434143","47.90857315","0.1266105","7.9361701",20.47320557,7.2475152,13.79754543
"779",1650.5,27,"21.85199928",76.85151672,34,"18.99403763","6.72388935","3.67565942",0.02444021,"14.42863369","11.42222214",289,"225.68778992","47.90691376","0.12768997","8.11578941",20.50138092,7.2574892,13.77858353
"780",1954.5,23,"26.45999908",32.95519638,34,"19.14099693","6.77591324","8.57163715",-0.02592679,NA,"11.83453274",294,"225.68778992","47.90691376","0.12768997","8.47938156",20.50760269,7.25969124,13.77440453
"781",1650,21,"22.06799889",33.87015152,34,"19.42770958","6.87740946","8.34008694",0.02735618,"2.66026807","11.97163105",300,"226.11317444","47.90304565","0.13020408","8.61224461",20.52011681,7.26412106,13.76600361
"782",996.75,12,"13.03199959",37.32151031,34,"19.77703476","7.00107002","7.56882524",-0.0455518,NA,"12.10273933",304,"226.25671387","47.89972687","0.13236085","8.79104519",20.53626633,7.26983833,13.7551775
"783",993.25,15,"16.91999817",9.10704994,35,"19.67033386","6.96329832","31.01772881",-0.03370488,NA,"12.16216183",309,"226.30899048","47.89126205","0.13786255","8.86699486",20.53057289,7.26782227,13.75899315
"784",832,11,"13.78799915",44.59784317,35,"20.16836548","7.13960123","6.3339386",-0.00217962,"1.30236828","12.21568584",314,"226.37278748","47.88899612","0.13933578","8.98557663",20.55500221,7.27647066,13.7426405
"785",662,8,"8.38799953",29.25747681,35,"20.35673332","7.20628357","9.65496826",0.02473864,NA,"12.20129871",319,"226.55052185","47.88695145","0.14066383","8.99043083",20.56435776,7.27978277,13.73638725
"786",947.5,10,"10.61999989",18.68861198,35,"20.34084511","7.20065928","15.11508751",-0.07396766,"2.19188333","12.13375759",325,"226.58769226","47.88473892","0.14210144","8.98584938",20.56342697,7.2794528,13.73701
"787",1192.25,15,"11.87999916",18.18705559,35,"20.32052612","7.19346666","15.53192616",0.03569021,"5.23997545","12.10126591",330,"226.56196594","47.88147354","0.1442263","8.97652626",20.56224632,7.27903509,13.73779869
"788",749.75,9,"11.26799965",28.60800362,35,"20.24703598","7.1674509","9.87415981",0.03364217,NA,"12.16564465",334,"226.46955872","47.87405777","0.14904475","9.09633064",20.55822182,7.2776103,13.74048805
"789",1426,18,"13.4279995",25.60087776,35,"20.29898071","7.1858387","11.03399658",0.01921552,"7.6392827","12.11445808",340,"226.48905945","47.87205887","0.15034395","9.09954739",20.56085014,7.27854109,13.73873138
